124073,11481A05D3,R41051,CRYPTOGRAPHY AND NETWORK SECURITY,15,33,4,41,Results For IV B.TECH I Semester Supplementary Examinations Mar-2018
124074,11541A0212,R41022,HIGH VOLTAGE ENGINEERING,14,6,0,41,Results For IV B.TECH I Semester Supplementary Examinations Mar-2018
124075,11541A0212,R41024,POWER SYSTEM OPERATION & CONTROL,18,20,0,41,Results For IV B.TECH I Semester Supplementary Examinations Mar-2018
124076,11541A0365,R41031,REFRIGERATION & AIR CONDITIONING,5,-1,0,41,Results For IV B.TECH I Semester Supplementary Examinations Mar-2018
124077,11541A0423,R41026,INSTRUMENTATION,23,-1,0,41,Results For IV B.TECH I Semester Supplementary Examinations Mar-2018
124078,12541A0205,R41024,POWER SYSTEM OPERATION & CONTROL,13,-1,0,41,Results For IV B.TECH I Semester Supplementary Examinations Mar-2018
124079,12541A0306,RT41033,FINITE ELEMENT METHODS,18,18,0,41,Results For IV B.TECH I Semester Supplementary Examinations Mar-2018
124080,12541A0405,R41043,DIGITAL IMAGE PROCESSING,14,-1,0,41,Results For IV B.TECH I Semester Supplementary Examinations Mar-2018
124081,13541A0310,RT41033,FINITE ELEMENT METHODS,19,19,0,41,Results For IV B.TECH I Semester Supplementary Examinations Mar-2018
124082,13541A0315,RT41033,FINITE ELEMENT METHODS,16,10,0,41,Results For IV B.TECH I Semester Supplementary Examinations Mar-2018
124083,13541A0317,RT41031,AUTOMOBILE ENGINEERING,20,9,0,41,Results For IV B.TECH I Semester Supplementary Examinations Mar-2018
124084,13541A0319,RT41033,FINITE ELEMENT METHODS,17,22,0,41,Results For IV B.TECH I Semester Supplementary Examinations Mar-2018
124085,13541A0333,RT41033,FINITE ELEMENT METHODS,16,18,0,41,Results For IV B.TECH I Semester Supplementary Examinations Mar-2018
124086,13541A0339,RT41033,FINITE ELEMENT METHODS,22,35,3,41,Results For IV B.TECH I Semester Supplementary Examinations Mar-2018
124087,13541A0436,RT41043,DIGITAL IMAGE PROCESSING,19,8,0,41,Results For IV B.TECH I Semester Supplementary Examinations Mar-2018
124088,14541A0203,RT41025,INSTRUMENTATION,24,38,3,41,Results For IV B.TECH I Semester Supplementary Examinations Mar-2018
124089,14541A0210,RT41022,HVAC AND DC TRANSMISSION,23,41,3,41,Results For IV B.TECH I Semester Supplementary Examinations Mar-2018
124090,14541A0210,RT41025,INSTRUMENTATION,20,34,3,41,Results For IV B.TECH I Semester Supplementary Examinations Mar-2018
124091,14541A0214,RT41029,ELECTRICAL DISTRIBUTION SYSTEMS,16,28,3,41,Results For IV B.TECH I Semester Supplementary Examinations Mar-2018
